post_id,person,username,account_type,caption,date,label
8,Kim Kardashian,kimkardashian,influencer,How good does @khloekardashian look in her @complex shoot!!! DAMN!!! ❤️😍💋👅💦💣💯✔️🏆 I'm obsessed with this shoot! Hard work pays off! Khloe was always so hesitant about doing a sexy shoot just out of fear but she conquered her fears & went for it!!! I'm so proud of her!!! #MotivationalEveryday,7/27/2015,0
9,Kim Kardashian,kimkardashian,influencer,Baby Balmain!!! Thank you so much @olivier_rousteing & @balmainparis for making North these one of a kind jackets!!! I'm so honored that Northie is your little muse! Can't wait for her to wear them!!!,8/5/2015,0
10,Kim Kardashian,kimkardashian,influencer,Halloween is soon! What are you going to be? There's a new update and you will see what I'm going to be this year! #KimKardashianHollywood,10/13/2015,0
11,Kim Kardashian,kimkardashian,influencer,"Crystal Gardenia, Crystal Gardenia Citrus and Crystal Gardenia Oud available worldwide 11/15 kkwfragrance.com @kkwfragrance 📸 @mertalas @macpiggott #MertAndMarcus",11/3/2017,1
12,Kim Kardashian,kimkardashian,influencer,Happy Birthday to my best friend @krisjenner Couldn’t have asked for a better mom! Literally don’t know how you do it and manage us all and be the best grandma and have the best outlook on life! I’m so grateful for you!!! Love you so much!,11/5/2017,1
13,Kim Kardashian,kimkardashian,influencer,One of my “highlights” (pun intended) of 2017 was starting @kkwbeauty So proud of its success & all of the hard work our team puts in! Cheers to an even better year in 2018,12/31/2017,1
14,Kim Kardashian,kimkardashian,influencer,"My precious baby boy is so strong! After spending three nights in the hospital & seeing my baby get multiple IV’s and hooked up to oxygen machines, our end of year was challenging. Pneumonia is so scary. I just want to thank every nurse & doctor out there who works so hard around the clock. We are so grateful for you all! He’s home and all better. He’s so resilient I’m sure he will still say the ambulance ride was cool! My strong Saint 👼🏽
",1/2/2018,1
15,Kim Kardashian,kimkardashian,influencer,FBF to that time in NY when I didn’t think my pants would photograph that see thru #NYFW,2/9/2018,1
16,Kim Kardashian,kimkardashian,influencer,What an amazing day yesterday to take my daughter to Washington DC to see our future leaders speak. Having my daughter march along-side her grandfather and parents was a day I hope she remembers forever. I know that the younger generation will vote to change these gun laws that so desperately need to be changed. Hearing these stories yesterday and meeting so many families affected by gun violence was heart breaking and I hope when it comes time to vote we all step up and vote to protect our children.,3/25/2018,1
17,Kim Kardashian,kimkardashian,influencer,I don’t think you really understand how hard it is to take a good family pic. This was all we got before all three kids started crying. I think I cried too,4/4/2018,1
18,Kim Kardashian,kimkardashian,influencer,I swear North reminds me of a mix or me and Kourt,5/6/2018,1
19,Kim Kardashian,kimkardashian,influencer,So incredibly honored to have won the 1st ever influencer @cfda influencer award. Thank you to Rick Owens for dressing me 😍 I just love this pic of Kourtney and I with @andreltalley He has always been so kind and generous to me and my family! I love his new film The Gospel According To André! It’s a must see!,6/11/2018,1
20,Kim Kardashian,kimkardashian,influencer,The neon wig last night made me realize I really love my dark hair. So posting it three times! 💋,8/17/2018,1
1,Beyonce,beyonce,influencer,I have so much respect and appreciation for all of our Vets. Thank you for your bravery!,11/11/2014,0
2,Beyonce,beyonce,influencer,Peace Cambodia 😊,1/5/2015,0
3,Beyonce,beyonce,influencer,Last night my sis had a Stone Cold Groove!👯🍸🎈😂💋😜🎂Happy Birthday Kelly! Ma kee ta ta,2/12/2015,0
4,Beyonce,beyonce,influencer,"Lei'd in Hawaii😜
",4/16/2015,0
5,Beyonce,beyonce,influencer,"People are hurting.
Join us in supporting the NAACP to help in the cleanup efforts and to provide housing, food and supplies to those affected by the unrest in Baltimore. http://beyonce.lk/naac",4/30/2015,0
6,Beyonce,beyonce,influencer,Haiti. Humanitarian mission with the UN.,5/17/2015,0
7,Beyonce,beyonce,influencer,Congrats Marco on making the New York Times best seller list and #The22DayRevolution being the number one diet book in the country,6/20/2015,0
8,Beyonce,beyonce,influencer,The real cover girl 💙💙 My delicious Blue Blue at 11 months.,8/14/2015,0
9,Beyonce,beyonce,influencer,Thank you from the bottom of my heart for all my birthday wishes. 🎂🎈💙🐝,9/4/2015,0
10,Beyonce,beyonce,influencer,"In school, I learned to be myself and how to be a leader. #62MillionGirls don't have that chance.",10/1/2015,0
11,Beyonce,beyonce,influencer,44 days until Coachella!! Vegan Time!! Click the link in my bio to join me! 💪🏽✨,3/2/2018,1
12,Beyonce,beyonce,influencer,Thank you Glasgow for being an amazing audience!,6/10/2018,1
13,Beyonce,beyonce,influencer,FIFA World Cup with one of the best audiences so far! 🇫🇷🎉,7/15/2018,1
14,Beyonce,beyonce,influencer,"At 36,
I became a new mother of 3.
I breastfed twins.
I renewed my vows with my husband of ten years.
I came back home to the stage to do Coachella, after pregnancy.
Then my husband and I released our album together, Everything Is Love.
And we’ve been touring with our family around the world, and loving it.
This year has been monumental for me.
I thank God for everyone in my life.
Thank you for all the positivity and for the beautiful birthday wishes.
I’m looking forward to continuing to learn from my past, living in the present, and surrendering to the future.
I love you, Hive.
B",9/6/2018,1
15,Beyonce,beyonce,influencer,Thank you to my hometown for being the loudest crowd so far. 7 more shows. Phoenix let’s go!,9/19/2018,1
16,Beyonce,beyonce,influencer,Last night we felt so much love from our LA family. 5 more shows to go. Let’s do it again!,9/23/2018,1
17,Beyonce,beyonce,influencer,"Thank you to all the brilliant scholarship winners. Continue to dream, work hard, and grind until you own your dream. You make us proud. 🐝🙌🏾",10/9/2018,1
18,Beyonce,beyonce,influencer,"Sending love and adoration to one of our talented legends. Thank you for the countless bops. Your tone, your beauty, your range, and your God-given talent is treasured. Loving you always. Have a Happy Halloween my Kings and Queens.",10/29/2018,1
19,Beyonce,beyonce,influencer,"I’m feeling grateful for everyone before me who fought so hard to give us all the right to have a voice. We can’t voice our frustrations and complain about what’s wrong without voting and exercising our power to make it right. We need you. We all need each other, because when we are truly united we are unstoppable. Sending you all love and positivity on this happy voting day!
Every vote counts
Every race matters
Everywhere.",11/5/2018,1
20,Beyonce,beyonce,influencer,Heaven couldn’t wait for you. 🙏🏾,11/24/2018,1
1,Antonio Sabáto Jr ,antoniosabatojr,influencer,#snow #fun #God #is #awesome @fixitandfinish taking the Subaru ....,11/14/2014,0
2,Antonio Sabáto Jr ,antoniosabatojr,influencer,"Always keep your eye on positive living ...
Love ya guys ....",12/18/2014,0
3,Antonio Sabáto Jr ,antoniosabatojr,influencer,"#oscar2015 #OscarRedCarpet @TheAcademy few years ago with mamma 👍🙏🙏
To all the nominees
Have a great amazing night ,
You are all winners in my book !",2/22/2015,0
4,Antonio Sabáto Jr ,antoniosabatojr,influencer,"Thank you @rachaelrayshow your awesome ....
The episode will air this month on the 30th ... So much fun !!!!!👍🙏👌✌️❤️ @fixitandfinish",3/10/2015,0
5,Antonio Sabáto Jr ,antoniosabatojr,influencer,Let's drive ..#blessed 👍🙏✌️,3/13/2015,0
6,Antonio Sabáto Jr ,antoniosabatojr,influencer,"Found this cover ... Cute doggie ...
Goodnight everyone ... May all your dreams come true ... 🙏🌺👌👍",5/26/2015,0
7,Antonio Sabáto Jr ,antoniosabatojr,influencer,"Went on a beautiful ride with my good friend Dave and partner with @sablinracing
#ducati1199s modify
#kawasakizx14R
#love #riding @daineseofficial @motogp @ducatimotor",6/14/2015,0
8,Antonio Sabáto Jr ,antoniosabatojr,influencer,Good Morning ☀️,8/17/2015,0
9,Antonio Sabáto Jr ,antoniosabatojr,influencer,"Tks @krisjenner @kyliejenner for having us over , you made my little @minasabato soo happy !!",9/20/2015,0
10,Antonio Sabáto Jr ,antoniosabatojr,influencer,Love ya peeps #☀️,10/5/2015,0
11,Antonio Sabáto Jr ,antoniosabatojr,influencer,"Great man with a heart of gold and all his dedication is given to us, the American people #MAGA @realdonaldtrump 🇺🇸 !",2/12/2018,1
12,Antonio Sabáto Jr ,antoniosabatojr,influencer,"One Nation Under God 🇺🇸 #MAGA
@isaakpresley @patriciadeleonb @lisajarnold @caspervandien @ksorbo",2/26/2018,1
13,Antonio Sabáto Jr ,antoniosabatojr,influencer,We wish you a fantastic blessed day ❤️🇺🇸💯🙏.,7/17/2018,1
14,Antonio Sabáto Jr ,antoniosabatojr,influencer,"😁❤️ Special moments, blessed 🙏.",7/19/2018,1
15,Antonio Sabáto Jr ,antoniosabatojr,influencer,"We wish you a great day & weekend. 🙏☝️❤️ God is amazing, he gave me you ❤️ @katiafernandezpa",7/26/2018,1
16,Antonio Sabáto Jr ,antoniosabatojr,influencer,"@kafe_miamire
🇺🇸 Have a Blessed Day everyone 🙏",8/28/2018,1
17,Antonio Sabáto Jr ,antoniosabatojr,influencer,The strength you give me within is infinite ❤️ @kafe_miamire,10/11/2018,1
18,Antonio Sabáto Jr ,antoniosabatojr,influencer,"Merry Christmas
Feliz Navidad
Buon Natale 🎄🎁
Being here with my ❤️ makes it even so much more A-Mazing! 😘
Love you baby, you are my everything 💕@katiafernandezpa",11/27/2018,1
19,Antonio Sabáto Jr ,antoniosabatojr,influencer,We ❤️🎄you,11/27/2018,1
20,Antonio Sabáto Jr ,antoniosabatojr,influencer,"What an amazing experience, thank you Mr. @POTUS @realDonaldTrump & the beautiful stunning @FLOTUS. 🇺🇸 The National Tree Lighting Ceremony, @NatlParkService @WhiteHouse",11/29/2018,1
1,Casey Neistat,caseyneistat,influencer,in Belgium for the day speaking at the KIKK Festival.,11/6/2014,0
